00:00-00:30, 1
00:30-01:00, 1
01:00-01:30, 0
01:30-02:00, 1
02:00-02:30, 0
02:30-03:00, 1
03:00-03:30, 1
03:30-04:00, 1
04:00-04:30, 0
04:30-05:00, 1
05:00-05:30, 1
05:30-06:00, 0
06:00-06:30, 0
06:30-07:00, 1
07:00-07:30, 1
07:30-08:00, 0
08:00-08:30, 0
08:30-09:00, 0
09:00-09:30, 1
09:30-10:00, 0
10:00-10:30, 1
10:30-11:00, 0
11:00-11:30, 1
11:30-12:00, 0
12:00-12:30, 1
12:30-13:00, 0
13:00-13:30, 0
13:30-14:00, 1
14:00-14:30, 0
14:30-15:00, 1
15:00-15:30, 0
15:30-16:00, 0
16:00-16:30, 1
16:30-17:00, 1
17:00-17:30, 1
17:30-18:00, 1
18:00-18:30, 0
18:30-19:00, 1
19:00-19:30, 0
19:30-20:00, 1
20:00-20:30, 0
20:30-21:00, 0
21:00-21:30, 0
21:30-22:00, 0
22:00-22:30, 1
22:30-23:00, 0
23:00-23:30, 1
23:30-00:00, 1


